Aspect_ratio,Avg_rating,Budget,Certificate,Country_of_origin,Director,Genres,Language,Production_companies,Release_date,Runtime,Sound_mix,Stars,Title,Writer,critic_reviews,description,id,total_ratings,user_reviews
,5.8,,,France,Georges Méliès,"Documentary , Short",None,,,,Silent,,Sortie des ateliers Vibert,,,"Little is known about this lost short film, other than it may have been similar to the Lumiere Brothers' ""Employees Leaving the Factory"" from the previous year.",tt00000122,27,
,5.6,,,France,Georges Méliès,,None,,,,Silent,,Sac au dos,,,,tt00000116,24,
,5.8,,,France,Georges Méliès,"Documentary , Short",None,,,,Silent,,Le régiment,,,,tt00000114,27,
,5.2,,,Portugal,Aurélio da Paz dos Reis,"Documentary , Short",None,,December 1896 (Brazil),1min,Silent,,Saída do Pessoal Operário da Fábrica Confiança,,,"A large number of workers, mostly young women, leave by the front door of their work place at lunch time. The building has an impressive colonnaded facade, and is located at 181, Santa Catar...",tt00000117,149,
,5.6,,,France,Georges Méliès,,None,,,,Silent,,Salut malencontreux d'un déserteur,,,,tt00000118,25,
1.36 : 1,4.4,,Not Rated,United States,"William K.L. Dickson , (uncredited)","Drama , Short",None,,"September 1, 1896 (United States)",1min,Silent,,Rip's Twenty Years' Sleep,"Washington Irving , (story ""Rip Van Winkle"") (uncredited)",,A series of short black and white films from director William K.L. Dickson which chronicle the adventures of Rip Van Winkle.,tt00000113,514,
,5.5,,,France,Georges Méliès,"Documentary , Short",None,,,,Silent,,Réunion d'officiers,,,,tt00000115,31,
1.36 : 1,4.5,,Not Rated,United States,William K.L. Dickson,"Short , Fantasy",None,,"September 30, 1896 (United States)",1min,Silent,,Rip's Toast to Hudson,"Washington Irving , (story ""Rip Van Winkle"") (uncredited)",1,A series of short black and white films from director William K.L. Dickson which chronicle the adventures of Rip Van Winkle.,tt00000112,490,3
,5.7,,,France,Georges Méliès,"Documentary , Short",None,,May 1896 (France),,Silent,,"Sauvetage en rivière, 1er",,,,tt00000119,46,
1.36 : 1,4.5,,Not Rated,United States,"William K.L. Dickson , (uncredited)","Drama , Short",None,,"September 1, 1896 (United States)",1min,Silent,,Rip's Toast,"Washington Irving , (story ""Rip Van Winkle"") (uncredited)",,"""Here the celebrated actor Joseph Jefferson is shown giving his famous toast. Mr. Jefferson's features distinctly show on this picture that by watching the motion of his lips one could almos...",tt00000111,507,
,5.5,,,France,Georges Méliès,"Documentary , Short",None,,May 1896 (France),,Silent,,"Sauvetage en rivière, 2e",,,,tt00000120,44,
1.36 : 1,4.5,,Not Rated,United States,William K.L. Dickson,"Short , Fantasy",None,,September 1896 (United States),1min,Silent,,Rip Meeting the Dwarf,"Washington Irving , (story ""Rip Van Winkle"") (uncredited)",1,,tt00000109,491,3
,5.9,,,France,Georges Méliès,"Documentary , Short",None,,,,Silent,,Revue navale à Cherbourg,,,,tt00000107,25,
1.36 : 1,4.4,,Not Rated,United States,William K.L. Dickson,"Short , Fantasy",None,,"September 1, 1896 (United States)",1min,Silent,,Rip Passing Over the Mountain,"Washington Irving , (story ""Rip Van Winkle"") (uncredited)",1,A series of short black and white films from director William K.L. Dickson which chronicle the adventures of Rip Van Winkle.,tt00000110,496,3
,5.8,,,France,Georges Méliès,,None,,,,Silent,,Plus fort que le maître,,,"Little is known about this lost film, the third created by Georges Méliès. Presumably it shows a bicycle riding lesson.",tt00000103,24,
,5.7,,,France,Georges Méliès,"Documentary , Short",None,,,,Silent,,Les quais à Marseille,,,,tt00000105,26,
,5.6,,,France,,"Documentary , Short",None,,,1min,Silent,,Pompiers à Lyon,,1,"In the foreground, smoke billows. Four horse-drawn fire wagons approach and pass in front of a stationary camera. Two horses draw each wagon, and each wagon carries from two to eight firefig...",tt00000104,437,7
,4.6,,,France,Georges Méliès,,None,,,,Silent,,Retour au cantonnement,,,,tt00000106,20,
1.36 : 1,4.4,,Not Rated,United States,"William K.L. Dickson , (uncredited)","Drama , Short",None,,"September 1, 1896 (United States)",1min,Silent,,Rip Leaving Sleepy Hollow,"Washington Irving , (story ""Rip Van Winkle"") (uncredited)",,A series of short black and white films from director William K.L. Dickson which chronicle the adventures of Rip Van Winkle.,tt00000108,508,
,4.8,,,France,Georges Méliès,,None,,,,Silent,,Plage de Villiers par gros temps,,,,tt00000102,23,
,5.0,,,France,Georges Méliès,"Documentary , Short",None,,,,Silent,,Place du théâtre français,,,This lost film presumably shows the Place du Théâtre-Français.,tt00000101,25,
,4.9,,,France,Georges Méliès,"Documentary , Short",None,,,,Silent,,Place de la Bastille,,,,tt00000099,29,
,5.6,,,France,Georges Méliès,"Documentary , Short",None,,,,Silent,,"Place de l'Opéra, 2e aspect",,,,tt00000098,33,
,5.1,,,France,Georges Méliès,"Documentary , Short",None,,,,Silent,,Place de la Concorde,,,,tt00000100,47,
,4.4,,,France,Georges Méliès,"Documentary , Short",None,,,,Silent,,Libération des territoriaux,,,,tt00000090,28,
1.33 : 1,4.9,,,France,,"Documentary , Short",None,,,,Silent,,Melbourne,,,,tt00000093,89,
,5.2,,,France,Georges Méliès,"Documentary , Short",None,,,,Silent,,"Place de l'Opéra, 1er aspect",,,"This lost film presumably features the Place de l'Opéra in Paris, France.",tt00000097,31,
,4.8,,,France,Georges Méliès,,None,,,,Silent,,Le papier protée,,,,tt00000095,31,
,4.5,,,France,Georges Méliès,,None,,,,Silent,,Miss de Vere,,,,tt00000094,27,
,5.0,,,France,Georges Méliès,"Documentary , Short",None,,,,Silent,,Marée montante sur Brise-Larmes,,,,tt00000092,26,
,4.9,,,France,Georges Méliès,"Documentary , Short",None,,,,Silent,,Place Saint-Augustin,,,,tt00000096,26,
,6.7,,Not Rated,France,Georges Méliès,"Short , Horror",None,"Georges Méliès , Star-Film","December 24, 1896 (France)",3min,Silent,"Jehanne d'Alcy , Jules-Eugène Legris , (unconfirmed) , Georges Méliès",Le manoir du diable,Georges Méliès,10,"With the help of a magic cauldron, Mephistopheles conjures up a variety of supernatural characters.",tt00000091,3.2K,25
,6.2,,,France,,"Documentary , Short",None,,1897 (France),1min,Silent,,Départ de Jérusalem en chemin de fer,,3,"A train is leaving a railway station at the outskirts of Jerusalem. From the very end of the train a barren, rocky landscape is seen, and some ruins of very old buildings,. Five men walk alo...",tt00000089,917,7
,4.4,,,France,Georges Méliès,,None,,,,Silent,,Les ivrognes,,,,tt00000084,27,
,4.5,,,France,Georges Méliès,"Documentary , Short",None,,,,Silent,,Jetée et plage de Trouville (1er partie),,,,tt00000086,30,
,5.0,,,France,Georges Méliès,"Documentary , Short",None,,,,Silent,,Jetée et plage de Trouville (2e partie),,,,tt00000087,34,
,5.0,,,France,Georges Méliès,"Documentary , Short",None,,,,Silent,,Jour de marché à Trouville,,,,tt00000088,29,
,4.7,,,France,Georges Méliès,,None,,,,Silent,,Jardinier brûlant des herbes,,,"Little is known about this lost film, which presumably features a gardener.",tt00000085,28,
,4.5,,,France,Georges Méliès,,None,,,,Silent,,Les indiscrets,,,,tt00000083,30,
1.36 : 1,4.8,,,United States,William K.L. Dickson,"Comedy , Short",None,,"September 12, 1896 (United States)",,Silent,,A Hard Wash,,,"""A colored woman washing a little pickaninny. Very funny, and especially pleasing to children.""",tt00000082,47,
,4.4,,,France,Georges Méliès,"Documentary , Short",None,,,,Silent,,Les haleurs de bateaux,,,,tt00000081,29,
,4.5,,,France,Georges Méliès,"Documentary , Short",None,,,,Silent,,Grandes manoeuvres,,,,tt00000080,28,
,4.8,,,France,Georges Méliès,,None,,,,Silent,,"Le fakir, mystère indien",,,,tt00000077,30,
,4.6,,,France,Georges Méliès,"Documentary , Short",None,,,,Silent,,La gare Saint-Lazare,,,,tt00000079,32,
,4.0,,,France,Georges Méliès,"Documentary , Short",None,,,,Silent,,Effets de mer sur les rochers,,,"Very little is known about this lost film, but according to the title it possibly featured large waves crashing against jagged, black rocks on a coast.",tt00000073,27,
,4.9,,,France,Georges Méliès,"Documentary , Short",None,,,,Silent,,Enfants jouant sur la plage,,,,tt00000074,28,
,4.0,,,Portugal,Aurélio da Paz dos Reis,"Documentary , Short",None,,1896 (Portugal),1min,Silent,,Feira de Gado na Corujeira,,,"Campinos on horseback drive small herds of cattle through the vast area of the traditional fair, before prospective buyers.",tt00000078,68,
,6.3,,,France,Georges Méliès,"Short , Horror",None,,October 1896 (France),1min,Silent,"Jehanne d'Alcy , Georges Méliès",Escamotage d'une dame au théâtre Robert Houdin,,5,"As an elegant maestro of mirage and delusion drapes his beautiful female assistant with a gauzy textile, much to our amazement, the lady vanishes into thin air.",tt00000075,1.7K,16
1.36 : 1,4.5,,Not Rated,United States,William K.L. Dickson,"Drama , Short",None,,"September 1, 1896 (United States)",1min,Silent,,Exit of Rip and the Dwarf,"Washington Irving , (story ""Rip Van Winkle"") (uncredited)",,A series of short black and white films from director William K.L. Dickson which chronicle the adventures of Rip Van Winkle.,tt00000076,498,
,4.2,,,France,Georges Méliès,,None,,,,Silent,,Départ des officiers,,,,tt00000072,24,
,3.5,,,France,Georges Méliès,"Short , Sport",None,,,,Silent,,Départ des automobiles,,,,tt00000071,26,
1.33 : 1,6.5,,Not Rated,France,Louis Lumière,"Documentary , Short",None,,"March 6, 1896 (France)",1min,Silent,,Démolition d'un mur,,6,"Auguste Lumière directs four workers in the demolition of an old wall at the Lumière factory. One worker is pressing the wall inwards with a jackscrew, while another is pushing it with a pic...",tt00000070,2.5K,14
,4.1,,,France,Georges Méliès,"Documentary , Short",None,,,,Silent,,Déchargement de bateaux,,,,tt00000068,27,
,4.8,,Not Rated,France,Georges Méliès,,None,,1896 (France),1min,Silent,,Défense d'afficher,,,Two bill posters argue as an incompetent guard patrols the area.,tt00000069,407,
,3.4,,,France,Georges Méliès,,None,,,,Silent,,Dessinateur: Von Bismark,,,This lost film featured a talented sketch artist drawing the Prussian statesman Otto Von Bismark with stunning rapidity.,tt00000066,24,
,3.2,,,France,Georges Méliès,,None,,1896 (France),,Silent,,Dessinateur: Chamberlain,,,This lost film featured a talented sketch artist drawing the statesman and Liberal Unionist Joseph Chamberlain with stunning rapidity.,tt00000064,24,
,3.9,,,France,Georges Méliès,"Documentary , Short",None,,1896 (France),,Silent,,Boulevard des Italiens,,,,tt00000047,31,
,4.4,,,France,Georges Méliès,"Documentary , Short",None,,1896 (France),,Silent,,Bois de Boulogne,,,,tt00000046,31,
,3.4,,,France,Georges Méliès,,None,,,,Silent,,Dessinateur: Reine Victoria,,,This lost film featured a talented sketch artist drawing Her Majesty H. M. Queen Victoria with stunning rapidity.,tt00000065,24,
1.33 : 1,5.9,,,France,Georges Méliès,"Short , Fantasy",None,,1896 (France),,Silent,,Dix chapeaux en 60 secondes,,,,tt00000067,53,
,4.4,,,France,Georges Méliès,,None,,1896 (France),1min,Silent,,Le bivouac,,,"This lost film, among the earliest by Georges Méliès, presumably featured the use of a bivouac sack for a soldier encampment.",tt00000044,39,
,3.9,,,France,Georges Méliès,"Documentary , Short",None,,1896 (France),,Silent,,Batteuse à vapeur,,,Little is known of this lost film; presumably it featured one or more threshing machines.,tt00000043,29,
,4.5,,,France,Georges Méliès,,None,,1896 (France),,Silent,,Les blanchisseuses,,,This lost film presumably features women washing clothing.,tt00000045,29,
,6.7,,,France,Louis Lumière,"Documentary , Short , Comedy",None,,"February 7, 1897 (France)",1min,Silent,,Bataille de neige,,2,"People start a snowball fight on a street in Lyons, France.",tt00000041,1.6K,8
,4.7,,,France,Georges Méliès,"Documentary , Short",None,,1896 (France),,Silent,,Bateau-mouche sur la Seine,,,,tt00000042,34,
,4.4,,,France,Georges Méliès,"Documentary , Short",None,,1896 (France),,Silent,,Barque sortant du port de Trouville,,,,tt00000040,58,
,3.6,,,United Kingdom,,,None,,1896 (United Kingdom),,Silent,,Barnet Horse Fair,,,,tt00000039,24,
,4.3,,,United States,William Heise,"Documentary , Short , Sport",None,,"May 20, 1898 (United States)",,Silent,"Scoops Carey , Zane Grey , Scott Stratton",The Ball Game,,,"""The Reading's [Pennsylvania] pitcher has just let a Newark [New Jersey] batsman walk to first. Our camera is stationed about twenty feet from the bag, and the satisfied grin of the runner i...",tt00000038,182,
,4.6,,,France,Georges Méliès,,None,,1896 (France),1min,Silent,,Baignade en mer,,,"The film was shown tenth and completed the famous first paid Lumière cinema show of the ten films in Paris in the basement ""Grand Cafe"" on the Boulevard des Capucines 28 December 1895. Sever...",tt00000037,55,
1.36 : 1,4.4,,Not Rated,United States,William K.L. Dickson,"Drama , Short",None,,"September 1, 1896 (United States)",1min,Silent,,Awakening of Rip,"Washington Irving , (story ""Rip Van Winkle"") (uncredited)",,A series of short black and white films from director William K.L. Dickson which chronicle the adventures of Rip Van Winkle.,tt00000036,564,
,5.1,,,France,Georges Méliès,"Documentary , Short",,,1896 (France),1min,Silent,,Arrivée d'un train gare de Vincennes,,,This lost film presumably features a train arriving at Vincennes station.,tt00000034,178,
1.33 : 1,5.6,,,France,Louis Lumière,"Documentary , Short , Comedy",None,,July 1896 (Finland),1min,Silent,,La voltige,,,"A man tries to get on a horse , but he climbs to one side and falls from the other, until he manages to stay in balance.",tt00000033,935,
,5.5,,,France,Georges Méliès,"Short , Comedy",None,,1896 (France),1min,Silent,,L'arroseur,,,"This lost film presumably features a person watering flowers to comedic effect. This film is believed to have imitated the Louis and Auguste Lumière film ""L'arroseur arrose"", which survives.",tt00000035,73,
,5.1,,,Germany,Max Skladanowsky,,None,,"November 1, 1895 (Germany)",1min,Silent,,Die Serpentintänzerin,,,"A young woman dancer with large, flowing robes, swirls round herself quickly, making her light robe flow around her like a butterfly's wings.",tt00000032,376,
,5.2,,Not Rated,United Kingdom,,"Documentary , Short",None,"Birt Acres , Robert W. Paul","January 14, 1896 (United Kingdom)",1min,Silent,,Rough Sea at Dover,,1,"The sea is quite rough, and at Dover a series of heavy waves pounds against a pier and along the adjacent shoreline. The scene then shifts to a different view of flowing water, and shows a h...",tt00000030,766,9
1.33 : 1,5.5,,,France,Louis Lumière,"Documentary , Short",None,,July 1896 (Finland),1min,Silent,,Le saut à la couverture,,,"Outdoors, with a nondescript building in the background, four men stand, each holding the corner of a blanket stretched parallel to the ground. They wear the clothes of laborers. By the back...",tt00000031,922,
1.33 : 1,6.0,,,France,Louis Lumière,"Documentary , Short",None,,July 1896 (Uruguay),1min,Silent,"Auguste Lumière , Mrs. Auguste Lumiere , Andrée Lumière",Repas de bébé,,5,"As part of a maiden public film screening at the Salon Indien, on December 28, in Paris, Auguste Lumière pivots the centre of attention around his baby daughter, as he tries to feed her from...",tt00000029,3.1K,11
1.33 : 1,5.7,,,France,Louis Lumière,"Documentary , Short",None,,"February 23, 1896 (France)",1min,Silent,"Antoine Féraud , Antoine Lumière , (uncredited) , Félicien Trewey , (uncredited)",Partie d'écarté,,4,"Two men play cards, as a third watches and a waiter brings drinks. The third man pours drinks as the waiter laughs.",tt00000026,1.4K,8
1.33 : 1,5.6,,,France,Louis Lumière,"Documentary , Short",None,,"December 28, 1895 (France)",1min,Silent,,Place des Cordeliers à Lyon,,,"A stationary camera looks across the boulevard at a diagonal toward one corner of Lyon's Cordeliers' Square. It's a long shot, with a great deal of depth of focus. We can see the sky and fro...",tt00000027,1K,
1.33 : 1,5.2,,,France,Louis Lumière,"Documentary , Short",None,,"December 28, 1895 (France)",1min,Silent,"Andrée Lumière , (uncredited) , Auguste Lumière , (uncredited)",La pêche aux poissons rouges,,,A baby held by his father dips his little hands into a water jug and he can' t catch the goldfish .,tt00000028,957,
